Part Name,Library Ref,Footprint Ref,CreatedBy,HelpURL,Manufacturer 1,Manufacturer 1 Part Number,Vendor 1,Vendor 1 Part Number,Description,Value,Comment
"Trans,NPN,25V,50mA,650MHz,SOT23-3","Trans,NPN,25V,50mA,650MHz,SOT23-3",DIODES_SOT23,Judd Foster,https://www.diodes.com/assets/Datasheets/ds31031.pdf,Diodes Incorporated,MMBTH10-7-F,Digikey,MMBTH10-FDICT-ND,RF Transistor NPN 25V 50mA 650MHz 300mW Surface Mount SOT-23-3,,=Manufacturer 1 Part Number
"MECH,STANDOFF,ID3.3MM,H4MM,SMD","MECH,STANDOFF,ID3.3MM,H4MM,SMD",WURTH_9774040960R,Judd Foster,https://www.we-online.com/components/products/datasheet/9774040960R.pdf,W�rth Elektronik,9774040960R,Digikey,732-7092-1-ND,"Round Spacer Unthreaded Steel 0.157"" (4.00mm)",,=Manufacturer 1 Part Number
"FIDUCIAL,SMD,1MM",FIDUCIAL,FID_1MM,Judd Foster,N/A,N/A,N/A,N/A,N/A,"Fiducial, SMD, 1mm",,
"74HC595BQ,115","74HC595BQ,115",PQFN50P250X350X100-16T,Judd Foster,https://assets.nexperia.com/documents/data-sheet/74HC_HCT595.pdf,Nexperia USA Inc.,"74HC595BQ,115",Digikey,1727-3327-1-ND,Shift Shift Register 1 Element 8 Bit 16-DHVQFN (2.5x3.5),,=Manufacturer 1 Part Number
"74HCT244BQ,115","74HCT244BQ,115",PQFN50P250X450X100-20T,Judd Foster,https://assets.nexperia.com/documents/data-sheet/74HC_HCT244.pdf,Nexperia USA Inc.,"74HCT244BQ,115",Digikey,1727-6928-1-ND,"Buffer, Non-Inverting 2 Element 4 Bit per Element 3-State Output 20-DHVQFN (4.5x2.5)",,=Manufacturer 1 Part Number
"74HCT595PW,118","74HCT595PW,118",TSOP65P640X110-16N,Judd Foster,https://assets.nexperia.com/documents/data-sheet/74HC_HCT595.pdf,Nexperia USA Inc.,"74HCT595PW,118",Digikey,1727-2858-1-ND,Shift Shift Register 1 Element 8 Bit 16-TSSOP,,=Manufacturer 1 Part Number
A3930KJPTR-T,A3930KJPTR-T,ALLEGRO_A3930KJPTR-T,Judd Foster,https://www.allegromicro.com/~/media/Files/Datasheets/A3930-1-Datasheet.ashx,Allegro MicroSystems,A3930KJPTR-T,Digikey,620-1289-1-ND,Motor Driver Power MOSFET Parallel 48-LQFP-EP (7x7),,=Manufacturer 1 Part Number
AOZ1360AIL,AOZ1360AIL,ALPHAOMEGA_SO-8L,Judd Foster,https://pdf.dzsc.com/130426/AO6408.pdf,Alpha & Omega Semiconductor Inc.,AOZ1360AIL,Digikey,785-1418-1-ND,Power Switch/Driver 1:1 P-Channel 8-SOIC,,=Manufacturer 1 Part Number
AP2115M-3.3TRG1,AP2115M-3.3TRG1,DIODES_SO-8,Judd Foster,https://www.diodes.com/assets/Datasheets/AP2115.pdf,Diodes Incorporated,AP2115M-3.3TRG1,Digikey,AP2115M-3.3TRG1DICT-ND,Linear Voltage Regulator IC  1 Output  1A 8-SOIC,,=Manufacturer 1 Part Number
ATA6561-GAQW-N,ATA6561-GAQW-N,SOIC127P540X175,Judd Foster,https://ww1.microchip.com/downloads/en/DeviceDoc/20005991B.pdf,Microchip Technology,ATA6561-GAQW-N,Digikey,ATA6561-GAQW-NCT-ND,1/1 Transceiver CANbus 8-SO,,=Manufacturer 1 Part Number
ATSAMD21J18A-AF,ATSAMD21J18A-AF,PQFN50P1000X1000X120-64,Judd Foster,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-D21-DA1-Family-Data-Sheet-DS40001882H.pdf,Microchip Technology,ATSAMD21J18A-AF,Digikey,ATSAMD21J18A-AF-ND,"ARM� Cortex�-M0+ Automotive, AEC-Q100, SAM D21J, Functional Safety (FuSa) Microcontroller IC 32-Bit Single-Core 48MHz 256KB (256K x 8) FLASH 64-TQFP (10x10)",,=Manufacturer 1 Part Number
ATSAME70Q21B-AN,ATSAME70Q21B-AN,PQFN50P2000X2000X1600-144,Judd Foster,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,Microchip Technology,ATSAME70Q21B-AN,Digikey,ATSAME70Q21B-AN-ND,ARM� Cortex�-M7 SAM E70 Microcontroller IC 32-Bit Single-Core 300MHz 2MB (2M x 8) FLASH 144-LQFP (20x20),,=Manufacturer 1 Part Number
ATSAME70Q21B-CN,ATSAME70Q21B-CN,BGA144C80P12X12_1000X1000X140,Judd Foster,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU32/ProductDocuments/DataSheets/SAM-E70-S70-V70-V71-Family-Data-Sheet-DS60001527.pdf,Microchip Technology,ATSAME70Q21B-CN,Digikey,ATSAME70Q21B-CN-ND,ARM� Cortex�-M7 series Microcontroller IC 32-Bit 300MHz 2MB (2M x 8) FLASH 144-LFBGA (10x10),,=Manufacturer 1 Part Number
"CAP,Alum,220uF,20%,50VDC,Radial,Thru","CAP,Alum,220uF,20%,50VDC,Radial,Thru",CAPPR500W60D1000H1600B,Judd Foster,https://www.rubycon.co.jp/wp-content/uploads/catalog-aluminum/YXG.pdf,Rubycon,50YXG220MEFCT810X16,Digikey,1189-3771-1-ND,"220 �F 50 V Aluminum Electrolytic Capacitors Radial, Can 5000 Hrs @ 105�C",220u,"220u,20%,50V"
"CAP,Cer,0.5pF,50VDC,C0G,0402","CAP,Cer,0.5pF,50VDC,C0G,0402",CAPC1005X06N,Judd Foster,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1HR50WA01-01.pdf,Murata Electronics,GRM1555C1HR50WA01D,Digikey,490-6264-1-ND,"0.5 pF �0.05pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",0.5p,=Value
"CAP,Cer,0.8pF,50VDC,C0G,0402","CAP,Cer,0.8pF,50VDC,C0G,0402",CAPC1005X06N,Judd Foster,http://www.passivecomponent.com/wp-content/uploads/2018/10/MLCC.pdf,Walsin Technology Corporation,0402N0R8B500CT,Digikey,1292-1236-1-ND,"0.8pF �0.1pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",0.8p,=Value
"CAP,Cer,1.2pF,50V,C0G,0402","CAP,Cer,1.2pF,50V,C0G,0402",CAPC1005X06N,Judd Foster,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM1555C1H1R2BA01-01.pdf,Murata Electronics,GRM1555C1H1R2BA01D,Digikey,490-6209-1-ND,"1.2 pF �0.1pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",1.2p,=Value
"CAP,Cer,100nF,25VDC,X7R,0402","CAP,Cer,100nF,25VDC,X7R,0402",CAPC1005X06N,Judd Foster,https://search.murata.co.jp/Ceramy/image/img/A01X/G101/ENG/GRM155R71E104KE14-01.pdf,Murata Electronics,GRM155R71E104KE14J,Digikey,490-14603-1-ND,0.1�F �10% 25V Ceramic Capacitor X7R 0402 (1005 Metric),100n,"100n,25V,X7R,0402"
"CAP,Cer,100nF,50VDC,X7R,0805","CAP,Cer,100nF,50VDC,X7R,0805",CAPC_0805,Judd Foster,https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf,KEMET,C0805C104M5RACTU,Digikey,399-1169-1-ND,CAP CER 0.1UF 50V X7R 0805,100n,=Value
"CAP,Cer,100pF,50VDC,C0G,0402","CAP,Cer,100pF,50VDC,C0G,0402",CAPC1005X06N,Judd Foster,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c03e.ashx?la=en-us,Murata Electronics,GCM1555C1H101JA16D,Digikey,490-10669-1-ND,"100pF �5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",100p,=Value
"CAP,Cer,10nF,25VDC,X7R,0402","CAP,Cer,10nF,25VDC,X7R,0402",CAPC1005X06N,Judd Foster,https://psearch.en.murata.com/capacitor/product/GCM155R71E103KA37%23.pdf,Murata Electronics,GCM155R71E103KA37D,Digikey,490-6043-1-ND,10000pF �10% 25V Ceramic Capacitor X7R 0402 (1005 Metric),10n,=Value
"CAP,Cer,10pF,16VDC,C0G,0402","CAP,Cer,10pF,16VDC,C0G,0402",CAPC1005X06N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,Yageo,CC0402KRNPO7BN100,Digikey,311-3777-1-ND,"10 pF �10% 16V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",10p,=Value
"CAP,Cer,10uF,100VDC,X6S,1206","CAP,Cer,10uF,100VDC,X6S,1206",CAPC_1206,Judd Foster,https://product.tdk.com/en/system/files?file=dam/doc/product/capacitor/ceramic/mlcc/catalog/mlcc_commercial_midvoltage_en.pdf,TDK Corporation,C3216X6S2A106K160AC,Digikey,445-C3216X6S2A106K160ACCT-ND,10 �F �10% 100V Ceramic Capacitor X6S 1206 (3216 Metric),10u,=Value
"CAP,Cer,10uF,10VDC,X5R,0402","CAP,Cer,10uF,10VDC,X5R,0402",CAPC1005X06N,Judd Foster,https://media.digikey.com/pdf/Data%20Sheets/Samsung%20PDFs/CL05A106MP5NUNC_Spec.pdf,Samsung Electro-Mechanics,CL05A106MP5NUNC,Digikey,1276-1450-1-ND,10 �F �20% 10V Ceramic Capacitor X5R 0402 (1005 Metric),10u,=Value
"CAP,Cer,10uF,50VDC,X5R,1206","CAP,Cer,10uF,50VDC,X5R,1206",CAPC3216X16N,Judd Foster,https://www.samsungsem.com/resources/file/global/support/product_catalog/MLCC.pdf,Samsung Electro-Mechanics,CL31A106MBHNNNE,Digikey,1276-6736-1-ND,10�F �20% 50V Ceramic Capacitor X5R 1206 (3216 Metric),10u,"10u,20%,50V,X5R,1206"
"CAP,Cer,18pF,25VDC,C0G,0402","CAP,Cer,18pF,25VDC,C0G,0402",CAPC1005X06N,Judd Foster,http://www.passivecomponent.com/wp-content/uploads/2018/10/MLCC.pdf,Walsin Technology Corporation,0402N180J250CT,Digikey,1292-1265-1-ND,"18 pF �5% 25V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",18p,=Value
"CAP,Cer,1nF,50VDC,X7R,0402","CAP,Cer,1nF,50VDC,X7R,0402",CAPC1005X06N,Judd Foster,https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c03e.ashx?la=en-us,Murata Electronics,GCM155R71H102KA37D,Digikey,490-4761-1-ND,1000pF �10% 50V Ceramic Capacitor X7R 0402 (1005 Metric),1n,=Value
"CAP,Cer,1uF,35VDC,X5R,0402","CAP,Cer,1uF,35VDC,X5R,0402",CAPC1005X06N,Judd Foster,https://product.tdk.com/info/en/catalog/datasheets/mlcc_commercial_general_en.pdf?ref_disty=digikey,TDK Corporation,C1005X5R1V105K050BC,Digikey,445-9073-1-ND,1 �F �10% 35V Ceramic Capacitor X5R 0402 (1005 Metric),1u,"1uF,10%,35V,X7R,0402"
"CAP,Cer,220pF,50VDC,C0G,0402","CAP,Cer,220pF,50VDC,C0G,0402",CAPC1005X06N,Judd Foster,http://www.passivecomponent.com/wp-content/uploads/2018/10/MLCC.pdf,Walsin Technology Corporation,0402N221J500CT,Digikey,1292-1286-1-ND,"220pF �5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",220p,=Value
"CAP,Cer,3.9pF,50VDC,C0G,0402","CAP,Cer,3.9pF,50VDC,C0G,0402",CAPC1005X06N,Judd Foster,https://api.kemet.com/component-edge/download/datasheet/CBR04C399B5GAC.pdf,KEMET,CBR04C399B5GAC,Digikey,399-CBR04C399B5GACCT-ND,"3.9 pF �0.1pF 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",3.9p,=Value
"CAP,Cer,33nF,50VDC,X7R,0603","CAP,Cer,33nF,50VDC,X7R,0603",CAPC_0603,Judd Foster,https://www.we-online.com/katalog/datasheet/885012206043.pdf,W�rth Elektronik,885012206043,Digikey,732-7962-1-ND,0.033 �F �10% 16V Ceramic Capacitor X7R 0603 (1608 Metric),33n,=Value
"CAP,Cer,470nF,50VDC,X7R,0805","CAP,Cer,470nF,50VDC,X7R,0805",CAPC_0805,Judd Foster,https://content.kemet.com/datasheets/KEM_C1002_X7R_SMD.pdf,KEMET,C0805C474K5RACTU,Digikey,399-8100-1-ND,CAP CER 0.47UF 50V X7R 0805,470n,=Value
"CAP,Cer,82pF,50V,C0G,0402","CAP,Cer,82pF,50V,C0G,0402",CAPC1005X06N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/mlcc/UPY-GP_NP0_16V-to-50V_18.pdf,YAGEO,CC0402JRNPO9BN820,Digikey,311-1023-1-ND,"82 pF �5% 50V Ceramic Capacitor C0G, NP0 0402 (1005 Metric)",82p,=Value
"CAP,Omit,0402","CAP,Omit,0402",CAPC1005X06N,Judd Foster,N/A,N/A,N/A,N/A,N/A,Omit,Omit,"Omit,0402"
"CAP,Omit,0805","CAP,Omit,0805",CAPC_0805,Judd Foster,N/A,N/A,N/A,N/A,N/A,Omit,Omit,=Value
"CAP,Tant,10uF,16V,1206","CAP,Tant,10uF,16V,1206",CAPMP3216X16N,Judd Foster,https://datasheets.kyocera-avx.com/TAJ.pdf,KYOCERA AVX,TAJA106M016RNJ,Digikey,478-3859-1-ND,10 �F Molded Tantalum Capacitors 16 V 1206 (3216 Metric) 3Ohm,10u,=Value
"CAP,Tant,4.7uF,25V,1206","CAP,Tant,4.7uF,25V,1206",CAPMP3216X16N,Judd Foster,https://datasheets.kyocera-avx.com/TAJ.pdf,KYOCERA AVX,TAJA475K025RNJ,Digikey,478-11053-1-ND,4.7 �F Molded Tantalum Capacitors 25 V 1206 (3216 Metric) 3.1Ohm,4.7u,=Value
CD40109BPWR,CD40109BPWR,SOP65P5640X120-16,Judd Foster,https://www.ti.com/lit/ds/symlink/cd40109b.pdf,Texas Instruments,CD40109BPWR,Digikey,296-12163-1-ND,Voltage Level Translator Unidirectional 4 Circuit 1 Channel 16-TSSOP,,=Manufacturer 1 Part Number
"Conn,JST,4Pin,2.5mm","Conn,JST,4Pin,2.5mm",JST_B4B-XH-A,Judd Foster,https://www.jst-mfg.com/product/pdf/eng/eXH.pdf,JST Sales America Inc.,B4B-XH-A,Digikey,455-B4B-XH-A-ND,"Connector Header Through Hole 4 position 0.098"" (2.50mm)",,=Manufacturer 1 Part Number
"Conn,Micro-Fit,Hdr,6Pos,RA,Thru","Conn,Micro-Fit,Hdr,6Pos,RA,Thru",MOLEX_2125280600,Judd Foster,https://www.molex.com/webdocs/datasheets/pdf/en-us/2125280600_PCB_HEADERS.pdf,Molex,2125280600,Digikey,900-2125280600-ND,"Connector Header Through Hole, Right Angle 6 position 0.118"" (3.00mm)",,=Manufacturer 1 Part Number
"Conn,Micro-Fit,Hdr,6Pos,Thru","Conn,Micro-Fit,Hdr,6Pos,Thru",MOLEX_2068320601,Judd Foster,https://tools.molex.com/pdm_docs/sd/2068320601_sd.pdf,Molex,2068320601,Digikey,WM26556-ND,"Connector Header Through Hole 6 position 0.118"" (3.00mm)",,=Manufacturer 1 Part Number
"Conn,Nano-Fit,8Pos,SMD","Conn,Nano-Fit,8Pos,SMD",MOLEX_1054301108,Judd Foster,https://www.molex.com/webdocs/datasheets/pdf/en-us/1054301108_PCB_HEADERS.pdf,Molex,1054301108,Digikey,WM26096CT-ND,"Connector Header Surface Mount, Right Angle 8 position 0.098"" (2.50mm)",,=Manufacturer 1 Part Number
"Conn,PCI-Express,Female,SMD","Conn,PCI-Express,Female,SMD",TE_1775838-2,Judd Foster,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2041262&DocType=Customer+Drawing&DocLang=English,TE Connectivity AMP Connectors,2041262-1,Digikey,A125147CT-ND,CONN PCI EXP MINI FEMALE 52POS,,=Manufacturer 1 Part Number
"Conn,PCI-Express,Male,SMD","Conn,PCI-Express,Male,SMD",CONN_M.2_PCBEDGE,Judd Foster,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2041262&DocType=Customer+Drawing&DocLang=English,TE Connectivity AMP Connectors,N/A,N/A,N/A,CONN PCI EXP MINI MALE 52POS,,PCI-Express
"Conn,RF,SMA,Fem,50R,Thru","Conn,RF,SMA,Fem,50R,Thru",TE_5-1814832-2,Judd Foster,https://datasheet.lcsc.com/lcsc/2003251910_TE-Connectivity-5-1814832-2_C482015.pdf,TE Connectivity,5-1814832-2,LCSC,C482015,"SMA Connector Jack, Female Socket 50Ohm Through Hole Solder",,=Manufacturer 1 Part Number
"Conn,USB_C,SMD","Conn,USB_C,SMD",GCT_USB4110-GF-A,Judd Foster,https://gct.co/files/drawings/usb4110.pdf,GCT,USB4110-GF-A,Digikey,2073-USB4110-GF-A-1-ND,"USB-C (USB TYPE-C) USB 2.0 Receptacle Connector 24 (16+8 Dummy) Position Surface Mount, Right Angle",,=Manufacturer 1 Part Number
CSD88537ND,CSD88537ND,TEXASINSTRUMENTS_SO-8,Judd Foster,https://www.ti.com/lit/ds/symlink/csd88537nd.pdf?HQS=TI-null-null-digikeymode-df-pf-null-wwe&ts=1594848070723,Texas Instruments,CSD88537ND,Digikey,296-37303-1-ND,Mosfet Array 2 N-Channel (Dual) 60V 15A 2.1W Surface Mount 8-SOIC,,=Manufacturer 1 Part Number
"DIODE,Array,Schottky,Series,30V,200mA,SOT23","DIODE,Array,Schottky,Series,30V,200mA,SOT23",SOT95P240X120-3N,Judd Foster,https://www.onsemi.com/pdf/datasheet/bat54slt1-d.pdf,onsemi,BAT54SLT1G,Digikey,BAT54SLT1GOSCT-ND,"Diode Array 1 Pair Series Connection 30 V 200mA (DC) Surface Mount TO-236-3, SC-59, SOT-23-3",,=Manufacturer 1 Part Number
"DIODE,Schottky,100V,8A,SMD","DIODE,Schottky,100V,8A,SMD",VISHAY_SMPC,Judd Foster,https://www.vishay.com/docs/87532/v8pm10s.pdf,Vishay General Semiconductor - Diodes Division,V8PM10SHM3/I,Digikey,V8PM10SHM3/IGICT-ND,Diode 100 V 8A Surface Mount TO-277A (SMPC),,=Manufacturer 1 Part Number
"DIODE,Schottky,30V,100mA,SMD","DIODE,Schottky,30V,100mA,SMD",DFN65P100X50-2N,Judd Foster,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/3209/CDBQR0130R.pdf,Comchip Technology,CDBQR0130R,Digikey,641-1272-1-ND,Diode 30 V 100mA Surface Mount 0402C/SOD-923F,,=Manufacturer 1 Part Number
"DIODE,Schottky,30V,500mA,SMD","DIODE,Schottky,30V,500mA,SMD",DFN65P100X50-2N,Judd Foster,https://www.mouser.ca/datasheet/2/80/CDBQC0530L-HF_RevB200773-1536911.pdf,Comchip Technology,CDBQC0530L-HF,Digikey,641-1889-1-ND,Diode Schottky 500mA Surface Mount 0402C/SOD-923F,,=Manufacturer 1 Part Number
"DIODE,Schottky,60V,3A,SMD","DIODE,Schottky,60V,3A,SMD",SODFL470X105-2N,Judd Foster,https://assets.nexperia.com/documents/data-sheet/PMEG6030EVP.pdf,Nexperia USA Inc.,PMEG6030EVPX,Digikey,1727-1349-1-ND,DIODE SCHOTTKY 60V 3A SOD128,,=Manufacturer 1 Part Number
"DIODE,SiC,650V,29A,SMD","DIODE,SiC,650V,29A,SMD",TO-252P970X238-3N,Judd Foster,https://assets.wolfspeed.com/uploads/2023/10/Wolfspeed_C6D08065E_data_sheet.pdf,"Wolfspeed, Inc.",C6D08065E,Digikey,1697-C6D08065E-ND,Diode 650 V 29A Surface Mount TO-252-2,,=Manufacturer 1 Part Number
"DIODE,TVS,20V,SMD,BIDIR","DIODE,TVS,20V,SMD,BIDIR",DFN65P100X50-2N,Judd Foster,https://www.diodes.com/assets/Datasheets/D20V0L1B2LP.pdf,Diodes Incorporated,D20V0L1B2LP-7B,Digikey,D20V0L1B2LP-7BDICT-ND,34V Clamp 2A (8/20�s) Ipp Tvs Diode Surface Mount X1-DFN1006-2,,=Manufacturer 1 Part Number
"DIODE,TVS,3.3V,SOD882","DIODE,TVS,3.3V,SOD882",DFN65P100X50-2N,Judd Foster,https://www.mccsemi.com/pdf/Products/ESDSLC3V3LB(DFN1006-2).pdf,Micro Commercial Co,ESDSLC3V3LB-TP,Digikey,ESDSLC3V3LB-TPMSCT-ND,20V Clamp 5A (8/20�s) Ipp Tvs Diode Surface Mount DFN1006-2,,=Manufacturer 1 Part Number
"DIODE,TVS,3.3VWM,6.2VC,SOD-923F","DIODE,TVS,3.3VWM,6.2VC,SOD-923F",DFN65P100X50-2N,Judd Foster,https://www.comchiptech.com/admin/files/product/CPDQC3V3T-HF%20RevC430538.pdf,Comchip Technology,CPDQC3V3T-HF,Digikey,641-1893-1-ND,6.2V Clamp 17A (8/20�s) Ipp Tvs Diode Surface Mount 0402C/SOD-923F,,=Manufacturer 1 Part Number
"DIODE,TVS,5.0V,SOD882","DIODE,TVS,5.0V,SOD882",MICROCOMMERCIAL_DFN1006-2_NPOL,Judd Foster,https://www.mccsemi.com/pdf/Products/ESDSLC5V0LB(DFN1006-2).pdf,Micro Commercial Co,ESDSLC5V0LB-TP,Digikey,ESDSLC5V0LB-TPMSCT-ND,20V Clamp 4A (8/20�s) Ipp Tvs Diode Surface Mount 2-DFN1006,,=Manufacturer 1 Part Number
"DIODE,Zener,15V,100mW,SMD","DIODE,Zener,15V,100mW,SMD",SODFL160X65-2N,Judd Foster,https://www.mccsemi.com/pdf/Products/BZT52C(B)2V4T-BZT52C(B)39T(SOD-523).pdf,Micro Commercial Co,BZT52C15T-TP,Digikey,BZT52C15T-TPMSCT-ND,Zener Diode �6% Surface Mount SOD-523,,=Manufacturer 1 Part Number
"DIODE,Zener,5.6V,250mW,SMD","DIODE,Zener,5.6V,250mW,SMD",DIODES_DFN1006-2,Judd Foster,https://mm.digikey.com/Volume0/opasdata/d220001/medias/docus/4849/DS_31_BZT52C2V4LP-BZT52C39LP.pdf,Diodes Incorporated,BZT52C5V6LP-7,Digikey,BZT52C5V6LPDICT-ND,Zener Diode 5.6 V 250 mW �7% Surface Mount X1-DFN1006-2,,=Manufacturer 1 Part Number
"Ferrite,470R@100MHz,0402","Ferrite,470R@100MHz,0402",INDC1005X05N,Judd Foster,https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,Murata Electronics,BLM15PX471SN1D,Digikey,490-10662-1-ND,470 Ohms @ 100 MHz 1 Power Line Ferrite Bead 0402 (1005 Metric) 1A 200mOhm,470R,=Value
"FILTER,2.4GHz,4-Pin,0603","FILTER,2.4GHz,4-Pin,0603",JOHANSON_2450BP14D0100,Judd Foster,https://www.johansontechnology.com/datasheets/2450BP14D0100/2450BP14D0100.pdf,Johanson Technology Inc.,2450BP14D0100T,Digikey,2450BP14D0100T-ND,"2.45GHz Center Frequency Band Pass RF Filter (Radio Frequency) 100MHz Bandwidth 1.7dB 0603 (1608 Metric), 4 PC Pad",,=Manufacturer 1 Part Number
INA225AIDGKR,INA225AIDGKR,SOP65P490X110-8,Judd Foster,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fina225,Texas Instruments,INA225AIDGKR,Digikey,296-46096-1-ND,General Purpose Amplifier Circuit Rail-to-Rail 8-VSSOP,,=Manufacturer 1 Part Number
"IND,10uH,250mA,Multilayer,0603","IND,10uH,250mA,Multilayer,0603",INDC1608X08N,Judd Foster,https://product.tdk.com/info/en/catalog/datasheets/inductor_commercial_decoupling_mlz1608_en.pdf?ref_disty=digikey,TDK Corporation,MLZ1608M100WT000,Digikey,445-6389-1-ND,10 �H Shielded Multilayer Inductor 250 mA 1.05Ohm 0603 (1608 Metric),10u,=Value
"IND,1uH,2A,Multilayer,0603","IND,1uH,2A,Multilayer,0603",INDC1608X08N,Judd Foster,http://www.cyntec.com/upfile/products/download/HTEK16080H-000%20(A0).pdf,Delta Electronics/Cyntec,HTEK16080H-1R0MSR,Digikey,2037-HTEK16080H-1R0MSRCT-ND,1 �H Shielded - Inductor 2 A 142mOhm Max 0603 (1608 Metric) -,1u,=Value
"IND,2.5nH,850mA,Wirewound,0402","IND,2.5nH,850mA,Wirewound,0402",INDC1005X05N,Judd Foster,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0050.pdf,Murata Electronics,LQW15AN2N5C00D,Digikey,490-6798-1-ND,2.5 nH Unshielded Wirewound Inductor 850 mA 50mOhm Max 0402 (1005 Metric),2.5n,=Value
"IND,22uH,2.3A,Wirewound,SMD","IND,22uH,2.3A,Wirewound,SMD",INDP6060X45N,Judd Foster,https://product.tdk.com/en/system/files?file=dam/doc/product/inductor/inductor/smd/catalog/inductor_commercial_power_vls6045af_en.pdf,TDK Corporation,VLS6045AF-220M,Digikey,445-180840-1-ND,Shielded Wirewound Inductor 108mOhm Nonstandard,22u,=Value
"IND,3nH,1.35A,Wirewound,SMD","IND,3nH,1.35A,Wirewound,SMD",INDC1005X05N,Judd Foster,https://search.murata.co.jp/Ceramy/image/img/P02/JELF243A-0100.pdf,Murata Electronics,LQW15AN3N0B80D,Digikey,490-14712-1-ND,3 nH Unshielded Wirewound Inductor 1.35 A 63mOhm Max 0402 (1005 Metric),3n,=Value
"IND,4.7uH,25A,Wirewound,SMD","IND,4.7uH,25A,Wirewound,SMD",INDP176169X70N,Judd Foster,https://www.bourns.com/docs/Product-Datasheets/SRP1770TA.pdf,Bourns Inc.,SRP1770TA-4R7M,Digikey,SRP1770TA-4R7MCT-ND,"4.7 �H Shielded Drum Core, Wirewound Inductor 25 A 5.5mOhm Max Nonstandard",4.7u,=Value
"LED,Bi-Color,Red/Grn,SMD,1206","LED,Bi-Color,Red/Grn,SMD,1206",LED_XZMDKVG55W-4,Judd Foster,https://www.sunledusa.com/products/spec/XZMDKVG55W-4.pdf,SunLED,XZMDKVG55W-4,Digikey,1497-1314-1-ND,"Green, Red 570nm Green, 630nm Red LED Indication - Discrete 2.1V Green, 1.95V Red 1206 (3216 Metric)",Red/Green,=Value
"LED,Green,SMD,0603","LED,Green,SMD,0603",LITE-ON_LTST-C190KGKT,Judd Foster,https://optoelectronics.liteon.com/upload/download/DS22-2000-074/LTST-C190KGKT.PDF,Lite-On Inc.,LTST-C190KGKT,Digikey,160-1435-1-ND,Green 571nm LED Indication - Discrete 2V 0603 (1608 Metric),Green,=Value
"LED,Red,SMD,0603","LED,Red,SMD,0603",LITE-ON_LTST-C190KRKT,Judd Foster,https://optoelectronics.liteon.com/upload/download/DS-22-99-0151/LTST-C190KRKT.pdf,Lite-On Inc.,LTST-C190KRKT,Digikey,160-1436-1-ND,Red 631nm LED Indication - Discrete 2V 0603 (1608 Metric),Red,=Value
"LED,Yellow,SMD,0603","LED,Yellow,SMD,0603",LITE-ON_LTST-C190KSKT,Judd Foster,https://optoelectronics.liteon.com/upload/download/DS-22-99-0189/LTST-C190KSKT.pdf,Lite-On Inc.,LTST-C190KSKT,Digikey,160-1437-1-ND,Yellow 591nm LED Indication - Discrete 2.1V 0603 (1608 Metric),Yellow,=Value
LM2903Q2T,LM2903Q2T,SON50P200X60_HS-9N,Judd Foster,https://www.st.com/content/ccc/resource/technical/document/datasheet/44/f7/9d/99/42/20/45/fd/CD00000534.pdf/files/CD00000534.pdf/jcr:content/translations/en.CD00000534.pdf,STMicroelectronics,LM2903Q2T,Digikey,497-13503-1-ND,"Comparator Differential CMOS, DTL, ECL, TTL 8-DFN (2x2)",,=Manufacturer 1 Part Number
