Part Name,Library Ref,Footprint Ref,CreatedBy,HelpURL,Manufacturer 1,Manufacturer 1 Part Number,Vendor 1,Vendor 1 Part Number,Description,Value,Comment
LMV7239M7X/NOPB,LMV7239M7X/NOPB,SOTFL65P210X110-6N,Judd Foster,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flmv7235,Texas Instruments,LMV7239M7X/NOPB,Digikey,296-35198-1-ND,Comparator General Purpose Push-Pull SC-70-5,,=Manufacturer 1 Part Number
LP5912-3.3DRVR,LP5912-3.3DRVR,SON65P200X80-6N,Judd Foster,http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Flp5912,Texas Instruments,LP5912-3.3DRVR,Digikey,296-47214-1-ND,Linear Voltage Regulator IC Positive Fixed 1 Output 500mA 6-WSON (2x2),,=Manufacturer 1 Part Number
MAX809SQ463T1G,MAX809SQ463T1G,SOTFL65P210X100-3,Judd Foster,https://www.onsemi.com/pdf/datasheet/max809s-d.pdf,ON Semiconductor,MAX809SQ463T1G,Digikey,MAX809SQ463T1GOSCT-ND,"Supervisor Push-Pull, Totem Pole 1 Channel SC-70-3 (SOT323)",,=Manufacturer 1 Part Number
MCP4725A0T-E/CH,MCP4725A0T-E/CH,SOTFL95P260X145-6,Judd Foster,https://datasheet.lcsc.com/lcsc/1811151442_Microchip-Tech-MCP4725A0T-E-CH_C144198.pdf,Microchip,MCP4725A0T-E/CH,LCSC,C144198,6us 12 I2C 2.7V~5.5V SOT-23-6 Digital To Analog Converters (DACs) ROHS,,=Manufacturer 1 Part Number
MCP9701AT-E/TT,MCP9701AT-ETT,MICROCHIP_SOT23,Judd Foster,https://ww1.microchip.com/downloads/en/DeviceDoc/20001942G.pdf,Microchip Technology,MCP9701AT-E/TT,Digikey,MCP9701AT-E/TTCT-ND,"Temperature Sensor Analog, Local -10�C ~ 125�C 19.5mV/�C SOT-23-3",,=Manufacturer 1 Part Number
MCP9701-E/TO,MCP9701-E/TO,TO-92,Judd Foster,http://ww1.microchip.com/downloads/en/DeviceDoc/20001942G.pdf,Microchip Technology,MCP9701-E/TO,Digikey,MCP9701-E/TO-ND,"Temperature Sensor Analog, Local -10�C ~ 125�C 19.5mV/�C TO-92-3",,=Manufacturer 1 Part Number
"Mech,Hole,M3,3mm,Plated","Mech,Hole,M3,3mm,Plated","Mech,Hole,M3,3mm,Plated",Judd Foster`,N/A,N/A,N/A,N/A,N/A,N/A,3mm,"M3, Plated"
"Mech,Standoff,M3,4mm,SMD","Mech,Standoff,M3,4mm,SMD",WURTH_9774040360R,Judd Foster,https://www.we-online.com/katalog/datasheet/9774040360R.pdf,W�rth Elektronik,9774040360R,Digikey,732-5271-1-ND,"Round Standoff Threaded M3x0.5 Steel 0.157"" (4.00mm)",,=Manufacturer 1 Part Number
MIC23150-SYMT,MIC23150-SYMT,SON50P200X60-8N,Judd Foster,https://ww1.microchip.com/downloads/en/DeviceDoc/mic23150.pdf,Microchip Technology,MIC23150-SYMT-TR,Digikey,576-3314-1-ND,Buck Switching Regulator IC Positive Fixed 3.3V 1 Output 2A 8-UFDFN,,=Manufacturer 1 Part Number
"MOSFET,N Ch,20V,915mA","MOSFET,N Ch,20V,915mA",ONSEMI_SC-89,Judd Foster,https://www.onsemi.com/pdf/datasheet/nta4153n-d.pdf,onsemi,NTE4153NT1G,Digikey,NTE4153NT1GOSCT-ND,N-Channel 20 V 915mA (Ta) 300mW (Tj) Surface Mount SC-89-3,,=Manufacturer 1 Part Number
"MOSFET,N Ch,30V,2.5A,SC-96","MOSFET,N Ch,30V,2.5A,SC-96",SOT95P280X100-3N,Judd Foster,https://fscdn.rohm.com/en/products/databook/datasheet/discrete/transistor/mosfet/rq5e025sn-e.pdf,Rohm Semiconductor,RQ5E025SNTL,Digikey,RQ5E025SNTLCT-ND,N-Channel 30 V 2.5A (Ta) 700mW (Ta) Surface Mount TSMT3,,=Manufacturer 1 Part Number
"MOSFET,N Ch,60V,100A","MOSFET,N Ch,60V,100A",DPAK127P600X120-5N,Judd Foster,https://assets.nexperia.com/documents/data-sheet/PSMN5R5-60YS.pdf,Nexperia USA Inc.,"PSMN5R5-60YS,115",Digikey,1727-4284-1-ND,"N-Channel 60V 100A (Tc) 130W (Tc) Surface Mount LFPAK56, Power-SO8",,=Manufacturer 1 Part Number
"MOSFET,N Ch,60V,464A","MOSFET,N Ch,60V,464A",ONSEMI_TDFNW8,Judd Foster,https://www.onsemi.com/pdf/datasheet/ntmts0d7n06c-d.pdf,onsemi,NTMTS0D7N06CTXG,Digikey,488-NTMTS0D7N06CTXGCT-ND,"N-Channel 60 V 60.5A (Ta), 464A (Tc) 5W (Ta), 294.6W (Tc) Surface Mount 8-DFNW (8.3x8.4)",,=Manufacturer 1 Part Number
"MOSFET,P Ch,20V,830mA","MOSFET,P Ch,20V,830mA",ONSEMI_SC-89,Judd Foster,https://rocelec.widen.net/view/pdf/hh954mlmw6/FAIR-S-A0000083184-1.pdf?t.download=true&u=5oefqw,onsemi,FDY102PZ,Digikey,FDY102PZCT-ND,P-Channel 20 V 830mA (Ta) 625mW (Ta) Surface Mount SC-89-3,,=Manufacturer 1 Part Number
"MOSFET,P Ch,30V,135A","MOSFET,P Ch,30V,135A",DIODES_DMP34M4SPS-13,Judd Foster,https://www.diodes.com/assets/Datasheets/DMP34M4SPS.pdf,Diodes Incorporated,DMP34M4SPS-13,Digikey,DMP34M4SPS-13DICT-ND,P-Channel 30 V 135A (Tc) 1.5W Surface Mount PowerDI5060-8,,=Manufacturer 1 Part Number
"MOSFET,P Ch,30V,3.8A","MOSFET,P Ch,30V,3.8A",DIODES_SOT23,Judd Foster,https://www.diodes.com/assets/Datasheets/DMP3099L.pdf,Diodes Incorporated,DMP3099L-7,Digikey,DMP3099L-7DICT-ND,P-Channel 30 V 3.8A (Ta) 1.08W (Ta) Surface Mount SOT-23-3,,=Manufacturer 1 Part Number
"NETTIE,150X300UM",NETTIE,NETTIE_150X300UM,Judd Foster,N/A,N/A,N/A,N/A,N/A,Net Tie,,
"OPTO,Phototrans,3750Vrms,SMD","OPTO,Phototrans,3750Vrms,SMD",ONSEMI_MFP4-2.5X4.4,Judd Foster,https://www.onsemi.com/pdf/datasheet/fodm214-d.pdf,onsemi,FODM217DV,Digikey,FODM217DVOS-ND,Optoisolator Transistor Output 3750Vrms Channel 4-SOP,,=Manufacturer 1 Part Number
"PCA8574PW,118","PCA8574PW,118",NEXPERIA_SOT403-1,Judd Foster,https://www.mouser.ca/datasheet/2/302/PCA8574_PCA8574A-3139543.pdf,Nexperia,"PCA8574PW,118",Mouser,771-PCA85PW118,Interface - I/O Expanders 8-BIT I2C FM QB,,=Manufacturer 1 Part Number
PCA9306DCUR,PCA9306DCUR,TEXASINSTRUMENTS_DCU0008A,Judd Foster,https://www.ti.com/lit/ds/symlink/pca9306.pdf?HQS=dis-dk-null-digikeymode-dsf-pf-null-wwe&ts=1705616121609&ref_url=https%253A%252F%252Fwww.ti.com%252Fgeneral%252Fdocs%252Fsuppproductinfo.tsp%253FdistId%253D10%2526gotoUrl%253Dhttps%253A%252F%252Fwww.ti.com,Texas Instruments,PCA9306DCUR,Digikey,296-17988-1-ND,Voltage Level Translator Bidirectional 1 Circuit 2 Channel 8-VSSOP,,=Manufacturer 1 Part Number
PCA9306DQER,PCA9306DQER,TEXASINSTRUMENTS_DQE0008A,Judd Foster,https://www.ti.com/lit/ds/symlink/pca9306.pdf?HQS=dis-dk-null-digikeymode-dsf-pf-null-wwe&ts=1705616121609&ref_url=https%253A%252F%252Fwww.ti.com%252Fgeneral%252Fdocs%252Fsuppproductinfo.tsp%253FdistId%253D10%2526gotoUrl%253Dhttps%253A%252F%252Fwww.ti.com,Texas Instruments,PCA9306DQER,Digikey,296-27957-1-ND,Voltage Level Translator Bidirectional 1 Circuit 2 Channel 8-X2SON (1.4x1),,=Manufacturer 1 Part Number
PIC18F56Q71-I/PT,PIC18F56Q71-I/PT,TSQFP50P900X900X120-48N,Judd Foster,https://ww1.microchip.com/downloads/aemDocuments/documents/MCU08/ProductDocuments/DataSheets/PIC18F26-46-56Q71-Microcontroller-Data-Sheet-DS40002329.pdf,Microchip Technology,PIC18F56Q71-I/PT,Digikey,150-PIC18F56Q71-I/PT-ND,PIC PIC� 18F Microcontroller IC 8-Bit 64MHz 64KB (64K x 8) FLASH 48-TQFP (7x7),,=Manufacturer 1 Part Number
"PTC,30V,500mA,1812","PTC,30V,500mA,1812",BELFUSE_CHIP1812,Judd Foster,https://www.belfuse.com/resources/datasheets/circuitprotection/ds-cp-0zcg-series.pdf,Bel Fuse Inc.,0ZCG0050AF2C,Digikey,507-1762-1-ND,"Polymeric PTC Resettable Fuse 30V 500 mA Ih Surface Mount 1812 (4532 Metric), Concave",500mA,=Value
REF3030AIDBZR,REF3030AIDBZR,SOT95P237X112-3N,Judd Foster,https://www.ti.com/lit/ds/symlink/ref3030.pdf?ts=1702271215532&ref_url=https%253A%252F%252Fwww.ti.com%252Fproduct%252FREF3030%252Fpart-details%252FREF3030AIDBZR,Texas Instruments,REF3030AIDBZR,LCSC,C38423,3V �0.2% 3.05V~5.5V 25mA Fixed SOT-23 Voltage References ROHS,,=Manufacturer 1 Part Number
"RES,0R0,0.1W,0402","RES,0R0,0.1W,0402",RESC1005X04N,Judd Foster,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C301.pdf,Panasonic Electronic Components,ERJ-2GE0R00X,Digikey,P0.0JCT-ND,"0 Ohms Jumper 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",0R,=Value
"RES,0R0,0.25W,1206","RES,0R0,0.25W,1206",RESC3216X06N,Judd Foster,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,Stackpole Electronics Inc,RMCF1206ZT0R00,Digikey,RMCF1206ZT0R00CT-ND,0 Ohms Jumper Chip Resistor 1206 (3216 Metric) Automotive AEC-Q200 Thick Film,0R,=Value
"RES,100k,0.1%,0.063W,0402","RES,100k,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,YAGEO,RT0402BRE07100KL,Digikey,YAG2304CT-ND,"100 kOhms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thin Film",100k,"100k,0.1%,0.063W,0402"
"RES,10k,0.1%,0.063W,0402","RES,10k,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rncf.pdf,Stackpole Electronics Inc,RNCF0402BTE10K0,Digikey,RNCF0402BTE10K0CT-ND,"10 kOhms �0.1% 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thin Film",10k,"10k,0.1%,0.063W,0402"
"RES,10k,5%,0.063W,0402","RES,10k,5%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,Stackpole Electronics Inc,RMCF0402JT10K0,DIgikey,RMCF0402JT10K0CT-ND,"10 kOhms �5% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",10k,"10k,5%,0.063W,0402"
"RES,10M,1%,0.063W,0402","RES,10M,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rc_group_51_rohs_l.pdf,YAGEO,RC0402FR-0710ML,Digikey,311-10.0MLRCT-ND,"10 MOhms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",10M,"10M,1%,0.063W,0402"
"RES,10m,1%,1W,1206","RES,10m,1%,1W,1206",RESC3216X08N,Judd Foster,https://www.seielect.com/catalog/sei-csrf.pdf,Stackpole Electronics Inc,CSRF1206FT10L0,Digikey,CSRF1206FT10L0CT-ND,RES 0.01 OHM 1% 1W 1206,10m,"0R01,1%,1W,1206"
"RES,10m,1%,2W,2512","RES,10m,1%,2W,2512",PANASONIC_ERJMS4H,Judd Foster,https://industrial.panasonic.com/cdbs/www-data/pdf/RDN0000/AOA0000C319.pdf,Panasonic Electronic Components,ERJ-MS4HF10MU,Digikey,P17098CT-ND,"10 mOhms �1% 2W Chip Resistor 2512 (6432 Metric) Automotive AEC-Q200, Current Sense, Moisture Resistant Metal Element",10m,"0R01,1%,2W,2512"
"RES,10R,1%,0.063W,0402","RES,10R,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,Panasonic Electronic Components,ERJ-2RKF10R0X,Digikey,P10.0LCT-ND,"10 Ohms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",10R,"10R,1%,0.063W,0402"
"RES,10R,1%,0.25W,1206","RES,10R,1%,0.25W,1206",RESC3216X06N,Judd Foster,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773204-3&DocType=DS&DocLang=English,TE Connectivity Passive Product,CRGCQ1206F10R,Digikey,A129786CT-ND,"10 �1% 0.25W, 1/4W Chip Resistor 1206 (3216 Metric) Automotive AEC-Q200, Moisture Resistant Thick Film",10R,"10R,1%,0.25W,1206"
"RES,140k,1%,0.1W,0402","RES,140k,1%,0.1W,0402",RESC1005X04N,Judd Foster,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,Panasonic Electronic Components,ERJ-2RKF1403X,Digikey,P140KLCT-ND,"140 kOhms �1% 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",140k,"140k,1%,0.1W,0402"
"RES,150R,1%,0.1W,0402","RES,150R,1%,0.1W,0402",RESC1005X04N,Judd Foster,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773204-3&DocType=DS&DocLang=English,TE Connectivity Passive Product,CRGCQ0402F150R,Digikey,A129617CT-ND,"150 Ohms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Thick Film",150R,"150R,1%,0.063W,0402"
"RES,17k4,0.1%,0.063W,0402","RES,17k4,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_15.pdf,YAGEO,RT0402BRD0717K4L,Digikey,YAG1363CT-ND,"17.4 kOhms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thin Film",17k4,"17k4,0.1%,0.063W,0402"
"RES,1k,5%,0.063W,0402","RES,1k,5%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,Stackpole Electronics Inc,RMCF0402JT1K00,DIgikey,RMCF0402JT1K00CT-ND,"1 kOhms �5% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",1k,"1k,5%,0.063W,0402"
"RES,1k1,0.1%,0.063W,0402","RES,1k1,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf,Panasonic Electronic Components,ERA-2AEB112X,Digikey,P1.1KDCCT-ND,"1.1 kOhms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thin Film",1k1,"1k1,0.1%,0.063W,0402"
"RES,1k2,0.1%,0.063W,0402","RES,1k2,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_15.pdf,Yageo,RT0603BRD071K2L,Digikey,YAG1563CT-ND,"1.2 kOhms �0.1% 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Thin Film",1k2,"1k2,0.1%,0.063W,0402"
"RES,1k5,0.1%,0.063W,0402","RES,1k5,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://industrial.panasonic.com/cdbs/www-data/pdf/RDM0000/AOA0000C307.pdf,Panasonic Electronic Components,ERA-2AEB152X,Digikey,P1.5KDCCT-ND,"1.5 kOhms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thin Film",1k5,"1k5,0.1%,0.063W,0402"
"RES,1k5,1%,0.063W,0402","RES,1k5,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,Yageo,RC0402FR-071K5L,Digikey,311-1.50KLRCT-ND,"1.5 kOhms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",1k5,"1k5,1%,0.063W,0402"
"RES,220R,1%,0.063W,0402","RES,220R,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Yageo,RC0402FR-07220RL,Digikey,311-220LRCT-ND,"220 Ohms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",220R,"220R,1%,0.063W,0402"
"RES,22R,1%,0.063W,0402","RES,22R,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_10.pdf,Yageo,RC0402FR-0722RL,Digikey,311-22.0LRCT-ND,RES SMD 22 OHM 1% 1/16W 0402,22R,"22R,1%,0.063W,0402"
"RES,2k2,0.1%,0.063W,0402","RES,2k2,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.susumu.co.jp/common/pdf/n_catalog_partition01_en.pdf,Susumu,RG1005P-222-B-T5,Digikey,RG10P2.2KBCT-ND,"2.2 kOhms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Anti-Sulfur, Automotive AEC-Q200 Thin Film","2k2,0.1%",=Value
"RES,2R2,5%,0.063W,0402","RES,2R2,5%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773204-3&DocType=DS&DocLang=English,TE Connectivity Passive Product,CRGCQ0402J2R2,DIgikey,A130032CT-ND,"2.2 Ohms �5% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Thick Film",2R2,=Value
"RES,31k6,0.1%,0.063W,0402","RES,31k6,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,YAGEO,RT0603BRD0731K6L,Digikey,YAG4532CT-ND,"31.6 kOhms �0.1% 0.1W, 1/10W Chip Resistor 0603 (1608 Metric) Thin Film","31k6,0.1%",=Value
"RES,330R,0.1%,0.063W,0402","RES,330R,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,YAGEO,RT0402BRD07330RL,Digikey,YAG4243CT-ND,"330 Ohms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thin Film","330R,0.1%",=Value
"RES,39R,1%,0.063W,0402","RES,39R,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,YAGEO,RC0402FR-0739RL,Digikey,311-39.0LRCT-ND,"39 Ohms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",39R,=Value
"RES,3k09,0.1%,0.063W,0402","RES,3k09,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,YAGEO,RT0402BRD073K09L,Digikey,YAG4252CT-ND,"3.09 kOhms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thin Film","3k09,1%",=Value
"RES,3k16,0.1%,0.063W,0402","RES,3k16,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rt_1-to-0.01_rohs_l.pdf,YAGEO,RT0402BRD073K16L,Digikey,YAG4253CT-ND,"3.16 kOhms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thin Film","3k16,0.1%",=Value
"RES,3k2,0.5%,0.063W,0402","RES,3k2,0.5%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_12.pdf,YAGEO,RT0402DRE073K2L,Digikey,311-2283-1-ND,"3.2 kOhms �0.5% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thin Film",3k2,=Value
"RES,47k,1%,0.1W,0402","RES,47k,1%,0.1W,0402",RESC1005X04N,Judd Foster,https://industrial.panasonic.com/cdbs/www-data/pdf/RDA0000/AOA0000C304.pdf,Panasonic Electronic Components,ERJ-2RKF4702X,Digikey,P47.0KLCT-ND,"47 kOhms �1% 0.1W, 1/10W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",47k,=Value
"RES,50m,1%,0.5W,1206","RES,50m,1%,0.5W,1206",RESC3216X06N,Judd Foster,https://www.ohmite.com/assets/docs/res_kdv.pdf?r=false,Ohmite,KDV12FR050ET,Digikey,273-KDV12FR050ETCT-ND,"50 mOhms �1% 0.5W, 1/2W Chip Resistor 1206 (3216 Metric) Current Sense Metal Film",50m,"0R05,1%,0.5W,1206"
"RES,5k11,1%,0.063W,0402","RES,5k11,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-AC_51_RoHS_L_7.pdf,Yageo,AC0402FR-075K11L,Digikey,13-AC0402FR-075K11LCT-ND,"5.11 kOhms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Thick Film",5k11,=Value
"RES,5k62k,1%,0.063W,0402","RES,5k62k,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,Stackpole Electronics Inc,RMCF0402FT5K62,DIgikey,RMCF0402FT5K62CT-ND,"5.62 kOhms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",5k62,=Value
"RES,60R4,1%,0.063W,0402","RES,60R4,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,Stackpole Electronics Inc,RMCF0402FT60R4,Digikey,RMCF0402FT60R4CT-ND,"60.4 Ohms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200 Thick Film",60R4,=Value
"RES,62k,1%,0.063W,0402","RES,62k,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.bourns.com/docs/product-datasheets/cr.pdf?sfvrsn=574d41f6_14,Bourns Inc.,CR0402-FX-6202GLF,Digikey,CR0402-FX-6202GLFCT-ND,"62 kOhms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thick Film",62k,=Value
"RES,680R,1%,0.063W,0402","RES,680R,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1773204-3&DocType=DS&DocLang=English,TE Connectivity Passive Product,CRGCQ0402F680R,Digikey,A129625CT-ND,"680 Ohms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Automotive AEC-Q200, Moisture Resistant Thick Film",680R,=Value
"RES,750k,1%,0.063W,0402","RES,750k,1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/app/datasheet/rchip/pyu-rc_group_51_rohs_l.pdf,YAGEO,RC0402FR-07750KL,Digikey,YAG3228CT-ND,"750 kOhms �1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Moisture Resistant Thick Film",750k,=Value
"RES,78k7,0.1%,0.063W,0402","RES,78k7,0.1%,0.063W,0402",RESC1005X04N,Judd Foster,https://www.yageo.com/upload/media/product/productsearch/datasheet/rchip/PYu-RT_1-to-0.01_RoHS_L_13.pdf,Yageo,RT0402BRD0778K7L,Digikey,YAG4311CT-ND,"78.7 kOhms �0.1% 0.063W, 1/16W Chip Resistor 0402 (1005 Metric) Thin Film","78k7,0.1%",=Value
"RES,Omit,0402","RES,Omit,0402",RESC1005X04N,Judd Foster,N/A,N/A,N/A,N/A,N/A,Omit,Omit,=Value
"RES,Omit,1206","RES,Omit,1206",RESC3216X06N,Judd Foster,N/A,N/A,N/A,N/A,N/A,Omit,Omit,=Value
RT6285GSP,RT6285GSP,RICHTEK_PSOP-8,Judd Foster,https://www.richtek.com/SaveDownload.aspx?specid=RT6285,Richtek USA Inc.,RT6285GSP,Digikey,1028-RT6285GSPCT-ND,"Buck Switching Regulator IC Positive Adjustable 1.222V 1 Output 5A 8-SOIC (0.154"", 3.90mm Width) Exposed Pad",,=Manufacturer 1 Part Number
SN74AHCT245PWR,SN74AHCT245PWR,TSOP65P640X120-20N,Judd Foster,https://www.ti.com/lit/ds/scls233p/scls233p.pdf,Texas Instruments,SN74AHCT245PWR,Digikey,296-1118-1-ND,"Transceiver, Non-Inverting 1 Element 8 Bit per Element 3-State Output 20-TSSOP",,=Manufacturer 1 Part Number
SN74LVC2G08DCUR,SN74LVC2G08DCUR,SOP50P310X09-8,Judd Foster,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc2g08,Texas Instruments,SN74LVC2G08DCUR,Digikey,296-13264-1-ND,AND Gate IC 2 Channel 8-VSSOP,,=Manufacturer 1 Part Number
SN74LVC2G132DCUR,SN74LVC2G132DCUR,SOP50P310X09-8,Judd Foster,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc2g132,Texas Instruments,SN74LVC2G132DCUR,Digikey,296-18802-1-ND,NAND Gate IC 2 Channel Schmitt Trigger 8-VSSOP,,=Manufacturer 1 Part Number
SN74LVC2G32DCUR,SN74LVC2G32DCUR,SOP50P310X09-8,Judd Foster,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74lvc2g32,Texas Instruments,SN74LVC2G32DCUR,Digikey,296-13268-1-ND,OR Gate IC 2 Channel 8-VSSOP,,=Manufacturer 1 Part Number
SN74LXC2T45DCUR,SN74LXC2T45DCUR,SOP50P310X09-8,Judd Foster,https://www.ti.com/lit/ds/symlink/sn74lxc2t45.pdf,Texas Instruments,SN74LXC2T45DCUR,Digikey,296-SN74LXC2T45DCURCT-ND,Voltage Level Translator Bidirectional 1 Circuit 2 Channel 420Mbps 8-VSSOP,,=Manufacturer 1 Part Number
"Switch,Tactile,SPST-NO,SMD,H1.5","Switch,Tactile,SPST-NO,SMD,H1.5",C&K_PTS525SM15SMTR2 LFS,Judd Foster,https://www.ckswitches.com/media/1467/pts525.pdf,C&K,PTS525SM15SMTR2 LFS,Digikey,CKN9104CT-ND,Tactile Switch SPST-NO Top Actuated Surface Mount,,=Manufacturer 1 Part Number
